"","V1","V2","V3","V4","V5","Output"
"1135",630,12.7,0.0254,39.6,0.0130253,128.867
"1136",800,12.7,0.0254,39.6,0.0130253,130.217
"1137",1000,12.7,0.0254,39.6,0.0130253,130.947
"1138",1250,12.7,0.0254,39.6,0.0130253,130.777
"1139",1600,12.7,0.0254,39.6,0.0130253,129.977
"1140",2000,12.7,0.0254,39.6,0.0130253,129.567
"1141",2500,12.7,0.0254,39.6,0.0130253,129.027
"1142",3150,12.7,0.0254,39.6,0.0130253,127.847
"1143",4000,12.7,0.0254,39.6,0.0130253,126.537
"1144",5000,12.7,0.0254,39.6,0.0130253,125.107
"1145",6300,12.7,0.0254,39.6,0.0130253,123.177
"1146",8000,12.7,0.0254,39.6,0.0130253,120.607
"1147",10000,12.7,0.0254,39.6,0.0130253,116.017
"1148",200,17.4,0.0254,71.3,0.016104,112.506
"1149",250,17.4,0.0254,71.3,0.016104,113.796
"1150",315,17.4,0.0254,71.3,0.016104,115.846
"1151",400,17.4,0.0254,71.3,0.016104,117.396
"1152",500,17.4,0.0254,71.3,0.016104,119.806
"1153",630,17.4,0.0254,71.3,0.016104,122.606
"1154",800,17.4,0.0254,71.3,0.016104,124.276
"1155",1000,17.4,0.0254,71.3,0.016104,125.816
"1156",1250,17.4,0.0254,71.3,0.016104,126.356
"1157",1600,17.4,0.0254,71.3,0.016104,126.406
"1158",2000,17.4,0.0254,71.3,0.016104,126.826
"1159",2500,17.4,0.0254,71.3,0.016104,126.746
"1160",3150,17.4,0.0254,71.3,0.016104,126.536
"1161",4000,17.4,0.0254,71.3,0.016104,125.586
"1162",5000,17.4,0.0254,71.3,0.016104,123.126
"1163",6300,17.4,0.0254,71.3,0.016104,119.916
"1164",8000,17.4,0.0254,71.3,0.016104,115.466
"1165",200,17.4,0.0254,55.5,0.0165706,109.951
"1166",250,17.4,0.0254,55.5,0.0165706,110.491
"1167",315,17.4,0.0254,55.5,0.0165706,111.911
"1168",400,17.4,0.0254,55.5,0.0165706,115.461
"1169",500,17.4,0.0254,55.5,0.0165706,119.621
"1170",630,17.4,0.0254,55.5,0.0165706,122.411
"1171",800,17.4,0.0254,55.5,0.0165706,123.091
"1172",1000,17.4,0.0254,55.5,0.0165706,126.001
"1173",1250,17.4,0.0254,55.5,0.0165706,129.301
"1174",1600,17.4,0.0254,55.5,0.0165706,126.471
"1175",2000,17.4,0.0254,55.5,0.0165706,125.261
"1176",2500,17.4,0.0254,55.5,0.0165706,124.931
"1177",3150,17.4,0.0254,55.5,0.0165706,124.101
"1178",4000,17.4,0.0254,55.5,0.0165706,121.771
"1179",5000,17.4,0.0254,55.5,0.0165706,118.941
"1180",6300,17.4,0.0254,55.5,0.0165706,114.861
"1181",200,17.4,0.0254,39.6,0.0172206,114.044
"1182",250,17.4,0.0254,39.6,0.0172206,114.714
"1183",315,17.4,0.0254,39.6,0.0172206,115.144
"1184",400,17.4,0.0254,39.6,0.0172206,115.444
"1185",500,17.4,0.0254,39.6,0.0172206,117.514
"1186",630,17.4,0.0254,39.6,0.0172206,124.514
"1187",800,17.4,0.0254,39.6,0.0172206,135.324
"1188",1000,17.4,0.0254,39.6,0.0172206,138.274
"1189",1250,17.4,0.0254,39.6,0.0172206,131.364
"1190",1600,17.4,0.0254,39.6,0.0172206,127.614
"1191",2000,17.4,0.0254,39.6,0.0172206,126.644
"1192",2500,17.4,0.0254,39.6,0.0172206,124.154
"1193",3150,17.4,0.0254,39.6,0.0172206,123.564
"1194",4000,17.4,0.0254,39.6,0.0172206,122.724
"1195",5000,17.4,0.0254,39.6,0.0172206,119.854
"1196",200,17.4,0.0254,31.7,0.0176631,116.146
"1197",250,17.4,0.0254,31.7,0.0176631,116.956
"1198",315,17.4,0.0254,31.7,0.0176631,118.416
"1199",400,17.4,0.0254,31.7,0.0176631,120.766
"1200",500,17.4,0.0254,31.7,0.0176631,127.676
"1201",630,17.4,0.0254,31.7,0.0176631,136.886
"1202",800,17.4,0.0254,31.7,0.0176631,139.226
"1203",1000,17.4,0.0254,31.7,0.0176631,131.796
"1204",1250,17.4,0.0254,31.7,0.0176631,128.306
"1205",1600,17.4,0.0254,31.7,0.0176631,126.846
"1206",2000,17.4,0.0254,31.7,0.0176631,124.356
"1207",2500,17.4,0.0254,31.7,0.0176631,124.166
"1208",3150,17.4,0.0254,31.7,0.0176631,123.466
"1209",4000,17.4,0.0254,31.7,0.0176631,121.996
"1210",5000,17.4,0.0254,31.7,0.0176631,117.996
"1211",315,22.2,0.0254,71.3,0.0214178,115.857
"1212",400,22.2,0.0254,71.3,0.0214178,117.927
"1213",500,22.2,0.0254,71.3,0.0214178,117.967
"1214",630,22.2,0.0254,71.3,0.0214178,120.657
"1215",800,22.2,0.0254,71.3,0.0214178,123.227
"1216",1000,22.2,0.0254,71.3,0.0214178,134.247
"1217",1250,22.2,0.0254,71.3,0.0214178,140.987
"1218",1600,22.2,0.0254,71.3,0.0214178,131.817
"1219",2000,22.2,0.0254,71.3,0.0214178,127.197
"1220",2500,22.2,0.0254,71.3,0.0214178,126.097
"1221",3150,22.2,0.0254,71.3,0.0214178,124.127
"1222",4000,22.2,0.0254,71.3,0.0214178,123.917
"1223",5000,22.2,0.0254,71.3,0.0214178,125.727
"1224",6300,22.2,0.0254,71.3,0.0214178,123.127
"1225",8000,22.2,0.0254,71.3,0.0214178,121.657
"1226",200,22.2,0.0254,39.6,0.0229028,116.066
"1227",250,22.2,0.0254,39.6,0.0229028,117.386
"1228",315,22.2,0.0254,39.6,0.0229028,120.716
"1229",400,22.2,0.0254,39.6,0.0229028,123.416
"1230",500,22.2,0.0254,39.6,0.0229028,129.776
"1231",630,22.2,0.0254,39.6,0.0229028,137.026
"1232",800,22.2,0.0254,39.6,0.0229028,137.076
"1233",1000,22.2,0.0254,39.6,0.0229028,128.416
"1234",1250,22.2,0.0254,39.6,0.0229028,126.446
"1235",1600,22.2,0.0254,39.6,0.0229028,122.216
"1236",2000,22.2,0.0254,39.6,0.0229028,121.256
"1237",2500,22.2,0.0254,39.6,0.0229028,121.306
"1238",3150,22.2,0.0254,39.6,0.0229028,120.856
"1239",4000,22.2,0.0254,39.6,0.0229028,119.646
"1240",5000,22.2,0.0254,39.6,0.0229028,118.816
"1241",630,0,0.1016,71.3,0.00121072,124.155
"1242",800,0,0.1016,71.3,0.00121072,126.805
"1243",1000,0,0.1016,71.3,0.00121072,128.825
"1244",1250,0,0.1016,71.3,0.00121072,130.335
"1245",1600,0,0.1016,71.3,0.00121072,131.725
"1246",2000,0,0.1016,71.3,0.00121072,132.095
"1247",2500,0,0.1016,71.3,0.00121072,132.595
"1248",3150,0,0.1016,71.3,0.00121072,131.955
"1249",4000,0,0.1016,71.3,0.00121072,130.935
"1250",5000,0,0.1016,71.3,0.00121072,130.795
"1251",6300,0,0.1016,71.3,0.00121072,129.395
"1252",8000,0,0.1016,71.3,0.00121072,125.465
"1253",10000,0,0.1016,71.3,0.00121072,123.305
"1254",12500,0,0.1016,71.3,0.00121072,119.375
"1255",630,0,0.1016,55.5,0.00131983,126.17
"1256",800,0,0.1016,55.5,0.00131983,127.92
"1257",1000,0,0.1016,55.5,0.00131983,129.8
"1258",1250,0,0.1016,55.5,0.00131983,131.43
"1259",1600,0,0.1016,55.5,0.00131983,132.05
"1260",2000,0,0.1016,55.5,0.00131983,132.54
"1261",2500,0,0.1016,55.5,0.00131983,133.04
"1262",3150,0,0.1016,55.5,0.00131983,131.78
"1263",4000,0,0.1016,55.5,0.00131983,129.5
"1264",5000,0,0.1016,55.5,0.00131983,128.36
"1265",6300,0,0.1016,55.5,0.00131983,127.73
"1266",8000,0,0.1016,55.5,0.00131983,124.45
"1267",10000,0,0.1016,55.5,0.00131983,121.93
"1268",12500,0,0.1016,55.5,0.00131983,119.91
"1269",630,0,0.1016,39.6,0.00146332,125.401
"1270",800,0,0.1016,39.6,0.00146332,128.401
"1271",1000,0,0.1016,39.6,0.00146332,130.781
"1272",1250,0,0.1016,39.6,0.00146332,132.271
"1273",1600,0,0.1016,39.6,0.00146332,133.261
"1274",2000,0,0.1016,39.6,0.00146332,133.251
"1275",2500,0,0.1016,39.6,0.00146332,132.611
"1276",3150,0,0.1016,39.6,0.00146332,130.961
"1277",4000,0,0.1016,39.6,0.00146332,127.801
"1278",5000,0,0.1016,39.6,0.00146332,126.021
"1279",6300,0,0.1016,39.6,0.00146332,125.631
"1280",8000,0,0.1016,39.6,0.00146332,122.341
"1281",10000,0,0.1016,39.6,0.00146332,119.561
"1282",630,0,0.1016,31.7,0.00150092,126.413
"1283",800,0,0.1016,31.7,0.00150092,129.053
"1284",1000,0,0.1016,31.7,0.00150092,131.313
"1285",1250,0,0.1016,31.7,0.00150092,133.063
"1286",1600,0,0.1016,31.7,0.00150092,133.553
"1287",2000,0,0.1016,31.7,0.00150092,133.153
"1288",2500,0,0.1016,31.7,0.00150092,132.003
"1289",3150,0,0.1016,31.7,0.00150092,129.973
"1290",4000,0,0.1016,31.7,0.00150092,126.933
"1291",5000,0,0.1016,31.7,0.00150092,124.393
"1292",6300,0,0.1016,31.7,0.00150092,124.253
"1293",8000,0,0.1016,31.7,0.00150092,120.193
"1294",10000,0,0.1016,31.7,0.00150092,115.893
"1295",800,3.3,0.1016,71.3,0.00202822,131.074
"1296",1000,3.3,0.1016,71.3,0.00202822,131.434
"1297",1250,3.3,0.1016,71.3,0.00202822,132.304
"1298",1600,3.3,0.1016,71.3,0.00202822,133.664
"1299",2000,3.3,0.1016,71.3,0.00202822,134.034
"1300",2500,3.3,0.1016,71.3,0.00202822,133.894
"1301",3150,3.3,0.1016,71.3,0.00202822,132.114
"1302",4000,3.3,0.1016,71.3,0.00202822,128.704
"1303",5000,3.3,0.1016,71.3,0.00202822,127.054
"1304",6300,3.3,0.1016,71.3,0.00202822,124.904
"1305",8000,3.3,0.1016,71.3,0.00202822,121.234
"1306",10000,3.3,0.1016,71.3,0.00202822,116.694
"1307",630,3.3,0.1016,55.5,0.002211,126.599
"1308",800,3.3,0.1016,55.5,0.002211,129.119
"1309",1000,3.3,0.1016,55.5,0.002211,131.129
"1310",1250,3.3,0.1016,55.5,0.002211,132.769
"1311",1600,3.3,0.1016,55.5,0.002211,133.649
"1312",2000,3.3,0.1016,55.5,0.002211,133.649
"1313",2500,3.3,0.1016,55.5,0.002211,132.889
"1314",3150,3.3,0.1016,55.5,0.002211,130.629
"1315",4000,3.3,0.1016,55.5,0.002211,127.229
"1316",5000,3.3,0.1016,55.5,0.002211,124.839
"1317",6300,3.3,0.1016,55.5,0.002211,123.839
"1318",8000,3.3,0.1016,55.5,0.002211,120.569
"1319",10000,3.3,0.1016,55.5,0.002211,115.659
"1320",630,3.3,0.1016,39.6,0.00245138,127.251
"1321",800,3.3,0.1016,39.6,0.00245138,129.991
"1322",1000,3.3,0.1016,39.6,0.00245138,131.971
"1323",1250,3.3,0.1016,39.6,0.00245138,133.211
"1324",1600,3.3,0.1016,39.6,0.00245138,133.071
"1325",2000,3.3,0.1016,39.6,0.00245138,132.301
"1326",2500,3.3,0.1016,39.6,0.00245138,130.791
"1327",3150,3.3,0.1016,39.6,0.00245138,128.401
"1328",4000,3.3,0.1016,39.6,0.00245138,124.881
"1329",5000,3.3,0.1016,39.6,0.00245138,122.371
"1330",6300,3.3,0.1016,39.6,0.00245138,120.851
"1331",8000,3.3,0.1016,39.6,0.00245138,118.091
"1332",10000,3.3,0.1016,39.6,0.00245138,115.321
"1333",630,3.3,0.1016,31.7,0.00251435,128.952
"1334",800,3.3,0.1016,31.7,0.00251435,131.362
"1335",1000,3.3,0.1016,31.7,0.00251435,133.012
"1336",1250,3.3,0.1016,31.7,0.00251435,134.022
"1337",1600,3.3,0.1016,31.7,0.00251435,133.402
"1338",2000,3.3,0.1016,31.7,0.00251435,131.642
"1339",2500,3.3,0.1016,31.7,0.00251435,130.392
"1340",3150,3.3,0.1016,31.7,0.00251435,128.252
"1341",4000,3.3,0.1016,31.7,0.00251435,124.852
"1342",5000,3.3,0.1016,31.7,0.00251435,122.082
"1343",6300,3.3,0.1016,31.7,0.00251435,120.702
"1344",8000,3.3,0.1016,31.7,0.00251435,117.432
"1345",630,6.7,0.1016,71.3,0.00478288,131.448
"1346",800,6.7,0.1016,71.3,0.00478288,134.478
"1347",1000,6.7,0.1016,71.3,0.00478288,136.758
"1348",1250,6.7,0.1016,71.3,0.00478288,137.658
"1349",1600,6.7,0.1016,71.3,0.00478288,136.678
"1350",2000,6.7,0.1016,71.3,0.00478288,134.568
"1351",2500,6.7,0.1016,71.3,0.00478288,131.458
"1352",3150,6.7,0.1016,71.3,0.00478288,124.458
"1353",500,6.7,0.1016,55.5,0.0052139,129.343
"1354",630,6.7,0.1016,55.5,0.0052139,133.023
"1355",800,6.7,0.1016,55.5,0.0052139,135.953
"1356",1000,6.7,0.1016,55.5,0.0052139,137.233
"1357",1250,6.7,0.1016,55.5,0.0052139,136.883
"1358",1600,6.7,0.1016,55.5,0.0052139,133.653
"1359",2000,6.7,0.1016,55.5,0.0052139,129.653
"1360",2500,6.7,0.1016,55.5,0.0052139,124.273
"1361",400,6.7,0.1016,39.6,0.00578076,128.295
"1362",500,6.7,0.1016,39.6,0.00578076,130.955
"1363",630,6.7,0.1016,39.6,0.00578076,133.355
"1364",800,6.7,0.1016,39.6,0.00578076,134.625
"1365",1000,6.7,0.1016,39.6,0.00578076,134.515
"1366",1250,6.7,0.1016,39.6,0.00578076,132.395
"1367",1600,6.7,0.1016,39.6,0.00578076,127.375
"1368",2000,6.7,0.1016,39.6,0.00578076,122.235
"1369",315,6.7,0.1016,31.7,0.00592927,126.266
"1370",400,6.7,0.1016,31.7,0.00592927,128.296
"1371",500,6.7,0.1016,31.7,0.00592927,130.206
"1372",630,6.7,0.1016,31.7,0.00592927,132.116
"1373",800,6.7,0.1016,31.7,0.00592927,132.886
"1374",1000,6.7,0.1016,31.7,0.00592927,131.636
"1375",1250,6.7,0.1016,31.7,0.00592927,129.256
"1376",1600,6.7,0.1016,31.7,0.00592927,124.346
"1377",2000,6.7,0.1016,31.7,0.00592927,120.446
"1378",200,8.9,0.1016,71.3,0.0103088,133.503
"1379",250,8.9,0.1016,71.3,0.0103088,134.533
"1380",315,8.9,0.1016,71.3,0.0103088,136.583
"1381",400,8.9,0.1016,71.3,0.0103088,138.123
"1382",500,8.9,0.1016,71.3,0.0103088,138.523
"1383",630,8.9,0.1016,71.3,0.0103088,138.423
"1384",800,8.9,0.1016,71.3,0.0103088,137.813
"1385",1000,8.9,0.1016,71.3,0.0103088,135.433
"1386",1250,8.9,0.1016,71.3,0.0103088,132.793
"1387",1600,8.9,0.1016,71.3,0.0103088,128.763
"1388",2000,8.9,0.1016,71.3,0.0103088,124.233
"1389",2500,8.9,0.1016,71.3,0.0103088,123.623
"1390",3150,8.9,0.1016,71.3,0.0103088,123.263
"1391",4000,8.9,0.1016,71.3,0.0103088,120.243
"1392",5000,8.9,0.1016,71.3,0.0103088,116.723
"1393",6300,8.9,0.1016,71.3,0.0103088,117.253
"1394",200,8.9,0.1016,39.6,0.0124596,133.42
"1395",250,8.9,0.1016,39.6,0.0124596,134.34
"1396",315,8.9,0.1016,39.6,0.0124596,135.38
"1397",400,8.9,0.1016,39.6,0.0124596,135.54
"1398",500,8.9,0.1016,39.6,0.0124596,133.79
"1399",630,8.9,0.1016,39.6,0.0124596,131.92
"1400",800,8.9,0.1016,39.6,0.0124596,130.94
"1401",1000,8.9,0.1016,39.6,0.0124596,129.58
"1402",1250,8.9,0.1016,39.6,0.0124596,127.71
"1403",1600,8.9,0.1016,39.6,0.0124596,123.82
"1404",2000,8.9,0.1016,39.6,0.0124596,119.04
"1405",2500,8.9,0.1016,39.6,0.0124596,119.19
"1406",3150,8.9,0.1016,39.6,0.0124596,119.35
"1407",4000,8.9,0.1016,39.6,0.0124596,116.22
"1408",5000,8.9,0.1016,39.6,0.0124596,113.08
"1409",6300,8.9,0.1016,39.6,0.0124596,113.11
"1410",200,12.3,0.1016,71.3,0.0337792,130.588
"1411",250,12.3,0.1016,71.3,0.0337792,131.568
"1412",315,12.3,0.1016,71.3,0.0337792,137.068
"1413",400,12.3,0.1016,71.3,0.0337792,139.428
"1414",500,12.3,0.1016,71.3,0.0337792,140.158
"1415",630,12.3,0.1016,71.3,0.0337792,135.368
"1416",800,12.3,0.1016,71.3,0.0337792,127.318
"1417",1000,12.3,0.1016,71.3,0.0337792,127.928
"1418",1250,12.3,0.1016,71.3,0.0337792,126.648
"1419",1600,12.3,0.1016,71.3,0.0337792,124.748
"1420",2000,12.3,0.1016,71.3,0.0337792,122.218
"1421",2500,12.3,0.1016,71.3,0.0337792,121.318
"1422",3150,12.3,0.1016,71.3,0.0337792,120.798
"1423",4000,12.3,0.1016,71.3,0.0337792,118.018
"1424",5000,12.3,0.1016,71.3,0.0337792,116.108
"1425",6300,12.3,0.1016,71.3,0.0337792,113.958
"1426",200,12.3,0.1016,55.5,0.0368233,132.304
"1427",250,12.3,0.1016,55.5,0.0368233,133.294
"1428",315,12.3,0.1016,55.5,0.0368233,135.674
"1429",400,12.3,0.1016,55.5,0.0368233,136.414
"1430",500,12.3,0.1016,55.5,0.0368233,133.774
"1431",630,12.3,0.1016,55.5,0.0368233,124.244
"1432",800,12.3,0.1016,55.5,0.0368233,125.114
"1433",1000,12.3,0.1016,55.5,0.0368233,125.484
"1434",1250,12.3,0.1016,55.5,0.0368233,124.214
"1435",1600,12.3,0.1016,55.5,0.0368233,121.824
"1436",2000,12.3,0.1016,55.5,0.0368233,118.564
"1437",2500,12.3,0.1016,55.5,0.0368233,117.054
"1438",3150,12.3,0.1016,55.5,0.0368233,116.914
"1439",4000,12.3,0.1016,55.5,0.0368233,114.404
"1440",5000,12.3,0.1016,55.5,0.0368233,112.014
"1441",6300,12.3,0.1016,55.5,0.0368233,110.124
"1442",200,12.3,0.1016,39.6,0.0408268,128.545
"1443",250,12.3,0.1016,39.6,0.0408268,129.675
"1444",315,12.3,0.1016,39.6,0.0408268,129.415
"1445",400,12.3,0.1016,39.6,0.0408268,128.265
"1446",500,12.3,0.1016,39.6,0.0408268,122.205
"1447",630,12.3,0.1016,39.6,0.0408268,121.315
"1448",800,12.3,0.1016,39.6,0.0408268,122.315
"1449",1000,12.3,0.1016,39.6,0.0408268,122.435
"1450",1250,12.3,0.1016,39.6,0.0408268,121.165
"1451",1600,12.3,0.1016,39.6,0.0408268,117.875
"1452",2000,12.3,0.1016,39.6,0.0408268,114.085
"1453",2500,12.3,0.1016,39.6,0.0408268,113.315
"1454",3150,12.3,0.1016,39.6,0.0408268,113.055
"1455",4000,12.3,0.1016,39.6,0.0408268,110.905
"1456",5000,12.3,0.1016,39.6,0.0408268,108.625
"1457",6300,12.3,0.1016,39.6,0.0408268,107.985
"1458",200,12.3,0.1016,31.7,0.0418756,124.987
"1459",250,12.3,0.1016,31.7,0.0418756,125.857
"1460",315,12.3,0.1016,31.7,0.0418756,124.717
"1461",400,12.3,0.1016,31.7,0.0418756,123.207
"1462",500,12.3,0.1016,31.7,0.0418756,118.667
"1463",630,12.3,0.1016,31.7,0.0418756,119.287
"1464",800,12.3,0.1016,31.7,0.0418756,120.037
"1465",1000,12.3,0.1016,31.7,0.0418756,119.777
"1466",1250,12.3,0.1016,31.7,0.0418756,118.767
"1467",1600,12.3,0.1016,31.7,0.0418756,114.477
"1468",2000,12.3,0.1016,31.7,0.0418756,110.447
"1469",2500,12.3,0.1016,31.7,0.0418756,110.317
"1470",3150,12.3,0.1016,31.7,0.0418756,110.307
"1471",4000,12.3,0.1016,31.7,0.0418756,108.407
"1472",5000,12.3,0.1016,31.7,0.0418756,107.147
"1473",6300,12.3,0.1016,31.7,0.0418756,107.267
"1474",200,15.6,0.1016,71.3,0.0437259,130.898
"1475",250,15.6,0.1016,71.3,0.0437259,132.158
"1476",315,15.6,0.1016,71.3,0.0437259,133.808
"1477",400,15.6,0.1016,71.3,0.0437259,134.058
"1478",500,15.6,0.1016,71.3,0.0437259,130.638
"1479",630,15.6,0.1016,71.3,0.0437259,122.288
"1480",800,15.6,0.1016,71.3,0.0437259,124.188
"1481",1000,15.6,0.1016,71.3,0.0437259,124.438
"1482",1250,15.6,0.1016,71.3,0.0437259,123.178
"1483",1600,15.6,0.1016,71.3,0.0437259,121.528
"1484",2000,15.6,0.1016,71.3,0.0437259,119.888
"1485",2500,15.6,0.1016,71.3,0.0437259,118.998
"1486",3150,15.6,0.1016,71.3,0.0437259,116.468
"1487",4000,15.6,0.1016,71.3,0.0437259,113.298
"1488",200,15.6,0.1016,39.6,0.0528487,123.514
"1489",250,15.6,0.1016,39.6,0.0528487,124.644
"1490",315,15.6,0.1016,39.6,0.0528487,122.754
"1491",400,15.6,0.1016,39.6,0.0528487,120.484
"1492",500,15.6,0.1016,39.6,0.0528487,115.304
"1493",630,15.6,0.1016,39.6,0.0528487,118.084
"1494",800,15.6,0.1016,39.6,0.0528487,118.964
"1495",1000,15.6,0.1016,39.6,0.0528487,119.224
"1496",1250,15.6,0.1016,39.6,0.0528487,118.214
"1497",1600,15.6,0.1016,39.6,0.0528487,114.554
"1498",2000,15.6,0.1016,39.6,0.0528487,110.894
"1499",2500,15.6,0.1016,39.6,0.0528487,110.264
"1500",3150,15.6,0.1016,39.6,0.0528487,109.254
"1501",4000,15.6,0.1016,39.6,0.0528487,106.604
"1502",5000,15.6,0.1016,39.6,0.0528487,106.224
"1503",6300,15.6,0.1016,39.6,0.0528487,104.204
